Category,Food_Item,Travel_Time,Cooking_Status,Quantity,Compliance_Status,Special_Packing_Required,Packing_Guidelines,Image_URL
Fruits,Orange,Above 18 hours,Not applicable,more than 5kg,Allowed,No,Required in breathable mesh bags inside a rigid container to prevent physical damage and spoilage.,packing-images\0011.jpg
Fruits,Papaya,3–5 hours,Not applicable,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (No extra precautions needed.),packing-images\0021.jpg
Fruits,Papaya,6–8 hours,Not applicable,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Ensure airtight sealing for freshness.),packing-images\0021.jpg
Fruits,Papaya,9–12 hours,Not applicable,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Consider extra wrapping or a moisture-proof bag.),packing-images\0021.jpg
Fruits,Papaya,13–18 hours,Not applicable,more than 5kg,Allowed,No,"Use resealable bags or food-grade wrapping paper, plus an additional protective layer (e.g., double wrapping or an extra sealed bag to prevent contamination).",packing-images\0021.jpg
Fruits,Papaya,Above 18 hours,Not applicable,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper inside a rigid container (to prevent crushing or exposure to moisture over long travel times).,packing-images\0021.jpg
Fruits,Pineapple,3–5 hours,Not applicable,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (No extra precautions needed.),packing-images\0021.jpg
Fruits,Pineapple,6–8 hours,Not applicable,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Ensure airtight sealing for freshness.),packing-images\0021.jpg
Fruits,Pineapple,9–12 hours,Not applicable,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Consider extra wrapping or a moisture-proof bag.),packing-images\0021.jpg
Fruits,Pineapple,13–18 hours,Not applicable,more than 5kg,Allowed,No,"Use resealable bags or food-grade wrapping paper, plus an additional protective layer (e.g., double wrapping or an extra sealed bag to prevent contamination).",packing-images\0021.jpg
Fruits,Pineapple,Above 18 hours,Not applicable,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper inside a rigid container (to prevent crushing or exposure to moisture over long travel times).,packing-images\0021.jpg
Fruits,Frozen Berries,3–5 hours,Not applicable,more than 5kg,Restricted,Yes,Commercial packaging is recommended for hygiene and freshness.,packing-images\0008.jpg
Fruits,Frozen Berries,6–8 hours,Not applicable,more than 5kg,Restricted,Yes,Commercial packing ensures the food stays fresh and protected.,packing-images\0008.jpg
Fruits,Frozen Berries,9–12 hours,Not applicable,more than 5kg,Restricted,Yes,Commercial packaging is essential to avoid contamination and preserve quality.,packing-images\0008.jpg
Fruits,Frozen Berries,13–18 hours,Not applicable,more than 5kg,Restricted,Yes,Use commercially packed items to maintain freshness and prevent spoilage.,packing-images\0008.jpg
Fruits,Frozen Berries,Above 18 hours,Not applicable,more than 5kg,Restricted,Yes,Commercially packed items are necessary to maintain quality and safety during extended travel.,packing-images\0008.jpg
Fruits,Pomegranates,3–5 hours,Not applicable,more than 5kg,Restricted,Yes,Not allowed due to biohazard risk.,packing-images\0022.jpg
Fruits,Pomegranates,6–8 hours,Not applicable,more than 5kg,Restricted,Yes,Not allowed due to biohazard risk.,packing-images\0022.jpg
Fruits,Pomegranates,9–12 hours,Not applicable,more than 5kg,Restricted,Yes,Not allowed due to biohazard risk.,packing-images\0022.jpg
Fruits,Pomegranates,13–18 hours,Not applicable,more than 5kg,Restricted,Yes,Not allowed due to biohazard risk.,packing-images\0022.jpg
Fruits,Pomegranates,Above 18 hours,Not applicable,more than 5kg,Restricted,Yes,Not allowed due to biohazard risk.,packing-images\0022.jpg
Fruits,Watermelon,3–5 hours,Not applicable,more than 5kg,Allowed,No,Mesh bags or perforated plastic containers are sufficient for short travel.,packing-images\0011.jpg
Fruits,Watermelon,6–8 hours,Not applicable,more than 5kg,Allowed,No,Use breathable mesh bags or perforated plastic to prevent moisture accumulation.,packing-images\0011.jpg
Fruits,Watermelon,9–12 hours,Not applicable,more than 5kg,Allowed,No,Ensure fruits are loosely packed in mesh bags or ventilated containers to avoid bruising.,packing-images\0011.jpg
Fruits,Watermelon,13–18 hours,Not applicable,more than 5kg,Allowed,No,Pack in breathable mesh bags inside a ventilated container to prevent damage.,packing-images\0011.jpg
Fruits,Watermelon,Above 18 hours,Not applicable,more than 5kg,Allowed,No,Required in breathable mesh bags inside a rigid container to prevent physical damage and spoilage.,packing-images\0011.jpg
Fruits,Strawberry,3–5 hours,Not applicable,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper.,packing-images\0001.jpg
Fruits,Strawberry,6–8 hours,Not applicable,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Ensure airtight sealing for freshness.),packing-images\0001.jpg
Fruits,Strawberry,9–12 hours,Not applicable,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Consider extra wrapping or a moisture-proof bag.),packing-images\0001.jpg
Fruits,Strawberry,13–18 hours,Not applicable,more than 5kg,Allowed,No,"Use resealable bags or food-grade wrapping paper, plus an additional protective layer (e.g., double wrapping or an extra sealed bag to prevent contamination).",packing-images\0001.jpg
Fruits,Strawberry,Above 18 hours,Not applicable,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper inside a rigid container (to prevent crushing or exposure to moisture over long travel times).,packing-images\0001.jpg
Fruits,Pear,3–5 hours,Not applicable,more than 5kg,Allowed,No,Mesh bags or perforated plastic containers are sufficient for short travel.,packing-images\0011.jpg
Fruits,Pear,6–8 hours,Not applicable,more than 5kg,Allowed,No,Use breathable mesh bags or perforated plastic to prevent moisture accumulation.,packing-images\0011.jpg
Fruits,Pear,9–12 hours,Not applicable,more than 5kg,Allowed,No,Ensure fruits are loosely packed in mesh bags or ventilated containers to avoid bruising.,packing-images\0011.jpg
Fruits,Pear,13–18 hours,Not applicable,more than 5kg,Allowed,No,Pack in breathable mesh bags inside a ventilated container to prevent damage.,packing-images\0011.jpg
Fruits,Pear,Above 18 hours,Not applicable,more than 5kg,Allowed,No,Required in breathable mesh bags inside a rigid container to prevent physical damage and spoilage.,packing-images\0011.jpg
Fruits,Guava,3–5 hours,Not applicable,more than 5kg,Restricted,Yes,"Use thermal bags if needed, but temperature fluctuations are minimal.",packing-images\0004.jpg
Fruits,Guava,6–8 hours,Not applicable,more than 5kg,Restricted,Yes,Use thermal bags to maintain temperature stability. Ensure proper sealing.,packing-images\0004.jpg
Fruits,Guava,9–12 hours,Not applicable,more than 5kg,Restricted,Yes,Use high-quality thermal bags with an extra insulating layer to retain temperature.,packing-images\0004.jpg
Fruits,Guava,13–18 hours,Not applicable,more than 5kg,Restricted,Yes,"Use thermal bags with additional insulation (e.g., foil lining or gel packs) for prolonged temperature control.",packing-images\0004.jpg
Fruits,Guava,Above 18 hours,Not applicable,more than 5kg,Restricted,Yes,Use heavy-duty thermal bags with gel packs or dry ice inside a secondary insulated container for extended travel.,packing-images\0004.jpg
Fruits,Dragon Fruit,3–5 hours,Not applicable,more than 5kg,Allowed,No,Use breathable containers or perforated bags to prevent moisture buildup.,packing-images\0002.jpg
Fruits,Dragon Fruit,6–8 hours,Not applicable,more than 5kg,Allowed,No,Pack in a sturdy container with some padding to prevent bruising.,packing-images\0002.jpg
Fruits,Dragon Fruit,9–12 hours,Not applicable,more than 5kg,Allowed,No,"Use firm, shock-absorbing packaging like foam trays or padded boxes.",packing-images\0002.jpg
Fruits,Dragon Fruit,13–18 hours,Not applicable,more than 5kg,Allowed,No,"Ensure rigid, ventilated containers with cushioning layers to minimize impact.",packing-images\0002.jpg
Fruits,Dragon Fruit,Above 18 hours,Not applicable,more than 5kg,Allowed,No,Pack in foam-lined or padded rigid containers to prevent crushing during long travel.,packing-images\0002.jpg
Fruits,Jackfruit (Fresh),3–5 hours,Not applicable,more than 5kg,Restricted,Yes,Vacuum sealing is optional but helpful for pre-cut fruits and vegetables.,packing-images\0005.jpg
Fruits,Jackfruit (Fresh),6–8 hours,Not applicable,more than 5kg,Restricted,Yes,Use vacuum-sealed bags to slow spoilage and maintain freshness.,packing-images\0005.jpg
Fruits,Jackfruit (Fresh),9–12 hours,Not applicable,more than 5kg,Restricted,Yes,Ensure vacuum-sealed bags are properly sealed to prevent air exposure.,packing-images\0005.jpg
Fruits,Jackfruit (Fresh),13–18 hours,Not applicable,more than 5kg,Restricted,Yes,Use high-quality vacuum-sealed bags with an oxygen absorber for longer preservation.,packing-images\0005.jpg
Fruits,Jackfruit (Fresh),Above 18 hours,Not applicable,more than 5kg,Restricted,Yes,Use reinforced vacuum-sealed bags inside a rigid container to prevent crushing and contamination.,packing-images\0005.jpg
Fruits,Woodapple,3–5 hours,Not applicable,more than 5kg,Allowed,No,Wrap securely to prevent damage.,packing-images\0023.jpg
Fruits,Woodapple,6–8 hours,Not applicable,more than 5kg,Allowed,No,Wrap securely to prevent damage.,packing-images\0023.jpg
Fruits,Woodapple,9–12 hours,Not applicable,more than 5kg,Allowed,No,Wrap securely to prevent damage.,packing-images\0023.jpg
Fruits,Woodapple,13–18 hours,Not applicable,more than 5kg,Allowed,No,Wrap securely to prevent damage.,packing-images\0023.jpg
Fruits,Woodapple,Above 18 hours,Not applicable,more than 5kg,Allowed,No,Wrap securely to prevent damage.,packing-images\0023.jpg
Fruits,Rambutan,3–5 hours,Not applicable,more than 5kg,Allowed,No,Mesh bags help maintain freshness but are not essential.,packing-images\0007.jpg
Fruits,Rambutan,6–8 hours,Not applicable,more than 5kg,Allowed,No,Use breathable mesh bags to prevent premature ripening.,packing-images\0007.jpg
Fruits,Rambutan,9–12 hours,Not applicable,more than 5kg,Allowed,No,Ensure fruits are loosely packed in mesh bags to avoid bruising.,packing-images\0007.jpg
Fruits,Rambutan,13–18 hours,Not applicable,more than 5kg,Allowed,No,Use durable mesh bags with cushioning to protect delicate fruits.,packing-images\0007.jpg
Fruits,Rambutan,Above 18 hours,Not applicable,more than 5kg,Allowed,No,Store in mesh bags inside a rigid ventilated box to prevent damage.,packing-images\0007.jpg
Fruits,Mangosteen,3–5 hours,Not applicable,more than 5kg,Restricted,Yes,"Insulated bags are optional, but recommended for highly perishable fruits.",packing-images\0019.jpg
Fruits,Mangosteen,6–8 hours,Not applicable,more than 5kg,Restricted,Yes,Store in insulated bags with cooling packs to preserve freshness.,packing-images\0019.jpg
Fruits,Mangosteen,9–12 hours,Not applicable,more than 5kg,Restricted,Yes,Must be in insulated bags with ice packs to prevent soft fruits from spoiling.,packing-images\0019.jpg
Fruits,Mangosteen,13–18 hours,Not applicable,more than 5kg,Restricted,Yes,Required in insulated bags with cooling elements and protective cushioning to prevent bruising.,packing-images\0019.jpg
Fruits,Mangosteen,Above 18 hours,Not applicable,more than 5kg,Restricted,Yes,Must be in insulated bags inside a rigid container with cooling packs to prevent over-ripening and spoilage.,packing-images\0019.jpg
Fruits,Star Fruit,3–5 hours,Not applicable,more than 5kg,Allowed,No,Mesh bags help maintain freshness but are not essential.,packing-images\0007.jpg
Fruits,Star Fruit,6–8 hours,Not applicable,more than 5kg,Allowed,No,Use breathable mesh bags to prevent premature ripening.,packing-images\0007.jpg
Fruits,Star Fruit,9–12 hours,Not applicable,more than 5kg,Allowed,No,Ensure fruits are loosely packed in mesh bags to avoid bruising.,packing-images\0007.jpg
Fruits,Star Fruit,13–18 hours,Not applicable,more than 5kg,Allowed,No,Use durable mesh bags with cushioning to protect delicate fruits.,packing-images\0007.jpg
Fruits,Star Fruit,Above 18 hours,Not applicable,more than 5kg,Allowed,No,Store in mesh bags inside a rigid ventilated box to prevent damage.,packing-images\0007.jpg
Fruits,Jackfruit Seeds,3–5 hours,Cooked,more than 5kg,Allowed,No,Airtight containers are optional; breathable packaging may be sufficient.,packing-images\0006.jpg
Fruits,Jackfruit Seeds,6–8 hours,Cooked,more than 5kg,Allowed,No,Use airtight containers to retain moisture and freshness.,packing-images\0006.jpg
Fruits,Jackfruit Seeds,9–12 hours,Cooked,more than 5kg,Allowed,No,Ensure airtight containers are properly sealed to prevent spoilage.,packing-images\0006.jpg
Fruits,Jackfruit Seeds,13–18 hours,Cooked,more than 5kg,Allowed,No,Use high-quality airtight containers with ventilation for long storage.,packing-images\0006.jpg
Fruits,Jackfruit Seeds,Above 18 hours,Cooked,more than 5kg,Allowed,No,Pack in airtight containers with a rigid outer layer to prevent damage.,packing-images\0006.jpg
Fruits,Jackfruit Seeds,3–5 hours,Uncooked,more than 5kg,Restricted,Yes,Vacuum sealing is optional but helpful for pre-cut fruits and vegetables.,packing-images\0005.jpg
Fruits,Jackfruit Seeds,6–8 hours,Uncooked,more than 5kg,Restricted,Yes,Use vacuum-sealed bags to slow spoilage and maintain freshness.,packing-images\0005.jpg
Fruits,Jackfruit Seeds,9–12 hours,Uncooked,more than 5kg,Restricted,Yes,Ensure vacuum-sealed bags are properly sealed to prevent air exposure.,packing-images\0005.jpg
Fruits,Jackfruit Seeds,13–18 hours,Uncooked,more than 5kg,Restricted,Yes,Use high-quality vacuum-sealed bags with an oxygen absorber for longer preservation.,packing-images\0005.jpg
Fruits,Jackfruit Seeds,Above 18 hours,Uncooked,more than 5kg,Restricted,Yes,Use reinforced vacuum-sealed bags inside a rigid container to prevent crushing and contamination.,packing-images\0005.jpg
Fruits,Passion Fruit,3–5 hours,Not applicable,more than 5kg,Allowed,No,Use breathable containers or perforated bags to prevent moisture buildup.,packing-images\0002.jpg
Fruits,Passion Fruit,6–8 hours,Not applicable,more than 5kg,Allowed,No,Pack in a sturdy container with some padding to prevent bruising.,packing-images\0002.jpg
Fruits,Passion Fruit,9–12 hours,Not applicable,more than 5kg,Allowed,No,"Use firm, shock-absorbing packaging like foam trays or padded boxes.",packing-images\0002.jpg
Fruits,Passion Fruit,13–18 hours,Not applicable,more than 5kg,Allowed,No,"Ensure rigid, ventilated containers with cushioning layers to minimize impact.",packing-images\0002.jpg
Fruits,Passion Fruit,Above 18 hours,Not applicable,more than 5kg,Allowed,No,Pack in foam-lined or padded rigid containers to prevent crushing during long travel.,packing-images\0002.jpg
Fish or Meats,Chicken,3–5 hours,Cooked,more than 5kg,Allowed,No,Perforated plastic containers are sufficient for short travel (keep refrigerated if possible).,packing-images\0002.jpg
Fish or Meats,Chicken,6–8 hours,Cooked,more than 5kg,Allowed,No,Store in perforated plastic containers inside a cooler to maintain freshness.,packing-images\0002.jpg
Fish or Meats,Chicken,9–12 hours,Cooked,more than 5kg,Allowed,No,Keep in perforated plastic containers inside an insulated cooler with ice packs.,packing-images\0002.jpg
Fish or Meats,Chicken,13–18 hours,Cooked,more than 5kg,Allowed,No,Must be in perforated plastic containers within a rigid insulated cooler to prevent spoilage.,packing-images\0002.jpg
Fish or Meats,Chicken,Above 18 hours,Cooked,more than 5kg,Allowed,No,Required in perforated plastic containers placed inside a cooler with dry ice or gel packs for extended preservation.,packing-images\0002.jpg
Fish or Meats,Chicken,3–5 hours,Uncooked,more than 5kg,Allowed,No,Perforated plastic containers are sufficient for short travel (keep refrigerated if possible).,packing-images\0002.jpg
Fish or Meats,Chicken,6–8 hours,Uncooked,more than 5kg,Allowed,No,Store in perforated plastic containers inside a cooler to maintain freshness.,packing-images\0002.jpg
Fish or Meats,Chicken,9–12 hours,Uncooked,more than 5kg,Allowed,No,Keep in perforated plastic containers inside an insulated cooler with ice packs.,packing-images\0002.jpg
Fish or Meats,Chicken,13–18 hours,Uncooked,more than 5kg,Allowed,No,Must be in perforated plastic containers within a rigid insulated cooler to prevent spoilage.,packing-images\0002.jpg
Fish or Meats,Chicken,Above 18 hours,Uncooked,more than 5kg,Allowed,No,Required in perforated plastic containers placed inside a cooler with dry ice or gel packs for extended preservation.,packing-images\0002.jpg
Fish or Meats,Turkey,3–5 hours,Cooked,more than 5kg,Restricted,Yes,"Use thermal bags if needed, but temperature fluctuations are minimal.",packing-images\0004.jpg
Fish or Meats,Turkey,6–8 hours,Cooked,more than 5kg,Restricted,Yes,Use thermal bags to maintain temperature stability. Ensure proper sealing.,packing-images\0004.jpg
Fish or Meats,Turkey,9–12 hours,Cooked,more than 5kg,Restricted,Yes,Use high-quality thermal bags with an extra insulating layer to retain temperature.,packing-images\0004.jpg
Fish or Meats,Turkey,13–18 hours,Cooked,more than 5kg,Restricted,Yes,"Use thermal bags with additional insulation (e.g., foil lining or gel packs) for prolonged temperature control.",packing-images\0004.jpg
Fish or Meats,Turkey,Above 18 hours,Cooked,more than 5kg,Restricted,Yes,Use heavy-duty thermal bags with gel packs or dry ice inside a secondary insulated container for extended travel.,packing-images\0004.jpg
Fish or Meats,Turkey,3–5 hours,Uncooked,more than 5kg,Restricted,Yes,"Use thermal bags if needed, but temperature fluctuations are minimal.",packing-images\0004.jpg
Fish or Meats,Turkey,6–8 hours,Uncooked,more than 5kg,Restricted,Yes,Use thermal bags to maintain temperature stability. Ensure proper sealing.,packing-images\0004.jpg
Fish or Meats,Turkey,9–12 hours,Uncooked,more than 5kg,Restricted,Yes,Use high-quality thermal bags with an extra insulating layer to retain temperature.,packing-images\0004.jpg
Fish or Meats,Turkey,13–18 hours,Uncooked,more than 5kg,Restricted,Yes,"Use thermal bags with additional insulation (e.g., foil lining or gel packs) for prolonged temperature control.",packing-images\0004.jpg
Fish or Meats,Turkey,Above 18 hours,Uncooked,more than 5kg,Restricted,Yes,Use heavy-duty thermal bags with gel packs or dry ice inside a secondary insulated container for extended travel.,packing-images\0004.jpg
Fish or Meats,Beef,3–5 hours,Cooked,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper.,packing-images\0001.jpg
Fish or Meats,Beef,6–8 hours,Cooked,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Ensure airtight sealing for freshness.),packing-images\0001.jpg
Fish or Meats,Beef,9–12 hours,Cooked,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Consider extra wrapping or a moisture-proof bag.),packing-images\0001.jpg
Fish or Meats,Beef,13–18 hours,Cooked,more than 5kg,Allowed,No,"Use resealable bags or food-grade wrapping paper, plus an additional protective layer (e.g., double wrapping or an extra sealed bag to prevent contamination).",packing-images\0001.jpg
Fish or Meats,Beef,Above 18 hours,Cooked,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper inside a rigid container (to prevent crushing or exposure to moisture over long travel times).,packing-images\0001.jpg
Fish or Meats,Beef,3–5 hours,Uncooked,more than 5kg,Restricted,Yes,Vacuum sealing is optional but helps prevent contamination.,packing-images\0005.jpg
Fish or Meats,Beef,6–8 hours,Uncooked,more than 5kg,Restricted,Yes,Use vacuum-sealed bags to extend freshness and prevent spills.,packing-images\0005.jpg
Fish or Meats,Beef,9–12 hours,Uncooked,more than 5kg,Restricted,Yes,Ensure vacuum-sealed bags are airtight and stored in an insulated cooler.,packing-images\0005.jpg
Fish or Meats,Beef,13–18 hours,Uncooked,more than 5kg,Restricted,Yes,Use high-quality vacuum-sealed bags with an additional protective layer inside an insulated container.,packing-images\0005.jpg
Fish or Meats,Beef,Above 18 hours,Uncooked,more than 5kg,Restricted,Yes,Use reinforced vacuum-sealed bags with dry ice or gel packs inside a heavy-duty insulated cooler for maximum preservation.,packing-images\0005.jpg
Fish or Meats,Fish,3–5 hours,Cooked,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper.,packing-images\0001.jpg
Fish or Meats,Fish,6–8 hours,Cooked,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Ensure airtight sealing for freshness.),packing-images\0001.jpg
Fish or Meats,Fish,9–12 hours,Cooked,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Consider extra wrapping or a moisture-proof bag.),packing-images\0001.jpg
Fish or Meats,Fish,13–18 hours,Cooked,more than 5kg,Allowed,No,"Use resealable bags or food-grade wrapping paper, plus an additional protective layer (e.g., double wrapping or an extra sealed bag to prevent contamination).",packing-images\0001.jpg
Fish or Meats,Fish,Above 18 hours,Cooked,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper inside a rigid container (to prevent crushing or exposure to moisture over long travel times).,packing-images\0001.jpg
Fish or Meats,Fish,3–5 hours,Uncooked,more than 5kg,Restricted,Yes,"Use insulated coolers with ice packs if needed, but minimal risk of thawing.",packing-images\0003.jpg
Fish or Meats,Fish,6–8 hours,Uncooked,more than 5kg,Restricted,Yes,Use insulated coolers with ice packs to keep frozen. Ensure leak-proof packaging.,packing-images\0003.jpg
Fish or Meats,Fish,9–12 hours,Uncooked,more than 5kg,Restricted,Yes,Use high-quality insulated coolers with multiple ice packs. Ensure leak-proof packaging to prevent spills.,packing-images\0003.jpg
Fish or Meats,Fish,13–18 hours,Uncooked,more than 5kg,Restricted,Yes,Use insulated coolers with sufficient ice packs or dry ice. Ensure airtight and leak-proof packaging.,packing-images\0003.jpg
Fish or Meats,Fish,Above 18 hours,Uncooked,more than 5kg,Restricted,Yes,Use heavy-duty insulated coolers with dry ice or gel packs. Ensure complete leak-proof and airtight sealing to maintain frozen state.,packing-images\0003.jpg
Fish or Meats,Pork,3–5 hours,Cooked,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper.,packing-images\0001.jpg
Fish or Meats,Pork,6–8 hours,Cooked,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Ensure airtight sealing for freshness.),packing-images\0001.jpg
Fish or Meats,Pork,9–12 hours,Cooked,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Consider extra wrapping or a moisture-proof bag.),packing-images\0001.jpg
Fish or Meats,Pork,13–18 hours,Cooked,more than 5kg,Allowed,No,"Use resealable bags or food-grade wrapping paper, plus an additional protective layer (e.g., double wrapping or an extra sealed bag to prevent contamination).",packing-images\0001.jpg
Fish or Meats,Pork,Above 18 hours,Cooked,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper inside a rigid container (to prevent crushing or exposure to moisture over long travel times).,packing-images\0001.jpg
Fish or Meats,Pork,3–5 hours,Uncooked,more than 5kg,Restricted,Yes,"Use thermal bags if needed, but temperature fluctuations are minimal.",packing-images\0004.jpg
Fish or Meats,Pork,6–8 hours,Uncooked,more than 5kg,Restricted,Yes,Use thermal bags to maintain temperature stability. Ensure proper sealing.,packing-images\0004.jpg
Fish or Meats,Pork,9–12 hours,Uncooked,more than 5kg,Restricted,Yes,Use high-quality thermal bags with an extra insulating layer to retain temperature.,packing-images\0004.jpg
Fish or Meats,Pork,13–18 hours,Uncooked,more than 5kg,Restricted,Yes,"Use thermal bags with additional insulation (e.g., foil lining or gel packs) for prolonged temperature control.",packing-images\0004.jpg
Fish or Meats,Pork,Above 18 hours,Uncooked,more than 5kg,Restricted,Yes,Use heavy-duty thermal bags with gel packs or dry ice inside a secondary insulated container for extended travel.,packing-images\0004.jpg
Fish or Meats,Mutton,3–5 hours,Cooked,more than 5kg,Restricted,Yes,Vacuum sealing is optional but helps prevent contamination.,packing-images\0005.jpg
Fish or Meats,Mutton,6–8 hours,Cooked,more than 5kg,Restricted,Yes,Use vacuum-sealed bags to extend freshness and prevent spills.,packing-images\0005.jpg
Fish or Meats,Mutton,9–12 hours,Cooked,more than 5kg,Restricted,Yes,Ensure vacuum-sealed bags are airtight and stored in an insulated cooler.,packing-images\0005.jpg
Fish or Meats,Mutton,13–18 hours,Cooked,more than 5kg,Restricted,Yes,Use high-quality vacuum-sealed bags with an additional protective layer inside an insulated container.,packing-images\0005.jpg
Fish or Meats,Mutton,Above 18 hours,Cooked,more than 5kg,Restricted,Yes,Use reinforced vacuum-sealed bags with dry ice or gel packs inside a heavy-duty insulated cooler for maximum preservation.,packing-images\0005.jpg
Fish or Meats,Mutton,3–5 hours,Uncooked,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper.,packing-images\0001.jpg
Fish or Meats,Mutton,6–8 hours,Uncooked,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Ensure airtight sealing for freshness.),packing-images\0001.jpg
Fish or Meats,Mutton,9–12 hours,Uncooked,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Consider extra wrapping or a moisture-proof bag.),packing-images\0001.jpg
Fish or Meats,Mutton,13–18 hours,Uncooked,more than 5kg,Allowed,No,"Use resealable bags or food-grade wrapping paper, plus an additional protective layer (e.g., double wrapping or an extra sealed bag to prevent contamination).",packing-images\0001.jpg
Fish or Meats,Mutton,Above 18 hours,Uncooked,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper inside a rigid container (to prevent crushing or exposure to moisture over long travel times).,packing-images\0001.jpg
Fish or Meats,Salmon,3–5 hours,Cooked,more than 5kg,Allowed,No,Perforated plastic containers are sufficient for short travel (keep refrigerated if possible).,packing-images\0002.jpg
Fish or Meats,Salmon,6–8 hours,Cooked,more than 5kg,Allowed,No,Store in perforated plastic containers inside a cooler to maintain freshness.,packing-images\0002.jpg
Fish or Meats,Salmon,9–12 hours,Cooked,more than 5kg,Allowed,No,Keep in perforated plastic containers inside an insulated cooler with ice packs.,packing-images\0002.jpg
Fish or Meats,Salmon,13–18 hours,Cooked,more than 5kg,Allowed,No,Must be in perforated plastic containers within a rigid insulated cooler to prevent spoilage.,packing-images\0002.jpg
Fish or Meats,Salmon,Above 18 hours,Cooked,more than 5kg,Allowed,No,Required in perforated plastic containers placed inside a cooler with dry ice or gel packs for extended preservation.,packing-images\0002.jpg
Fish or Meats,Salmon,3–5 hours,Uncooked,more than 5kg,Allowed,No,Perforated plastic containers are sufficient for short travel (keep refrigerated if possible).,packing-images\0002.jpg
Fish or Meats,Salmon,6–8 hours,Uncooked,more than 5kg,Allowed,No,Store in perforated plastic containers inside a cooler to maintain freshness.,packing-images\0002.jpg
Fish or Meats,Salmon,9–12 hours,Uncooked,more than 5kg,Allowed,No,Keep in perforated plastic containers inside an insulated cooler with ice packs.,packing-images\0002.jpg
Fish or Meats,Salmon,13–18 hours,Uncooked,more than 5kg,Allowed,No,Must be in perforated plastic containers within a rigid insulated cooler to prevent spoilage.,packing-images\0002.jpg
Fish or Meats,Salmon,Above 18 hours,Uncooked,more than 5kg,Allowed,No,Required in perforated plastic containers placed inside a cooler with dry ice or gel packs for extended preservation.,packing-images\0002.jpg
Fish or Meats,Shrimp,3–5 hours,Cooked,more than 5kg,Restricted,Yes,Vacuum sealing is optional but helps prevent contamination.,packing-images\0005.jpg
Fish or Meats,Shrimp,6–8 hours,Cooked,more than 5kg,Restricted,Yes,Use vacuum-sealed bags to extend freshness and prevent spills.,packing-images\0005.jpg
Fish or Meats,Shrimp,9–12 hours,Cooked,more than 5kg,Restricted,Yes,Ensure vacuum-sealed bags are airtight and stored in an insulated cooler.,packing-images\0005.jpg
Fish or Meats,Shrimp,13–18 hours,Cooked,more than 5kg,Restricted,Yes,Use high-quality vacuum-sealed bags with an additional protective layer inside an insulated container.,packing-images\0005.jpg
Fish or Meats,Shrimp,Above 18 hours,Cooked,more than 5kg,Restricted,Yes,Use reinforced vacuum-sealed bags with dry ice or gel packs inside a heavy-duty insulated cooler for maximum preservation.,packing-images\0005.jpg
Fish or Meats,Shrimp,3–5 hours,Uncooked,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper.,packing-images\0001.jpg
Fish or Meats,Shrimp,6–8 hours,Uncooked,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Ensure airtight sealing for freshness.),packing-images\0001.jpg
Fish or Meats,Shrimp,9–12 hours,Uncooked,more than 5kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Consider extra wrapping or a moisture-proof bag.),packing-images\0001.jpg
Fish or Meats,Shrimp,13–18 hours,Uncooked,more than 5kg,Allowed,No,"Use resealable bags or food-grade wrapping paper, plus an additional protective layer (e.g., double wrapping or an extra sealed bag to prevent contamination).",packing-images\0001.jpg
